id	file	seg	src	tgt	old_tgt
011019	WORLD/AREAM008.EMI	11	「ヘヘ、ドジふんじまった\n---\nけど‥{色03}お宝{/色}はしっかりと\n持ってきたぜ！\n---\nどうだい‥あんたの\n{色03}{占位00}{/色}と\n取り替えてみねえか？{码14000C92}取り替える！\nやめておく‥		「嘿嘿，栽了个大跟头\n---\n不过‥宝物可\n好好带回来了！\n---\n如何，你的\n
011034	WORLD/AREAM009.EMI	11	「ここの王女様が\nいなくなったって話\n知ってる？{码14000C02}はい\nいいえ		「这儿的王女大人\n失踪了的事\n你知道吗？
011056	WORLD/AREAM009.EMI	11	{立绘0000}「なんやな、ハネとエラの\n違いだけで\n---\n人の生活も ずいぶん\n変わるもんやな‥\n---\nせやけど、お客さんに\n変わりはないで！{码14850C93}トレードしよう\nけいひんをこうかんしよう\nやめておこう		
011066	WORLD/AREAM010.EMI	13	「近所に、{色02}水道橋{/色}って\n橋があってね‥\n---\nこの町の水は、その橋で\n運んできてるんだ。		「附近有一座‥\n---\n叫水道桥的\n桥‥\n---\n这镇子的水\n就是靠那座桥运来的。
011072	WORLD/AREAM010.EMI	13	{立绘0000}「‥呪砲弾、装てん！		
011085	WORLD/AREAM010.EMI	13	{立绘4400}「こちらに、ルーン將軍が\nいらっしゃると\n闻いたが‥？		
011089	WORLD/AREAM010.EMI	13	{框06}{立绘8242}「おとなしく、ついて行って‥\n---\n{队员00}を やつらに\nひき渡すのか‥？		{框06}{立绘8242}「乖乖跟他们走吧‥\n---\n
011091	WORLD/AREAM010.EMI	13	{立绘4100}「どちらにしても、兄さま‥\n---\n帝都の様子が 分からないと\nもう一人の、{队员00}‥\n---\n初代皇帝の事も\n分かりません‥		
011092	WORLD/AREAM010.EMI	13	{立绘0404}「それに‥\n彼らが、{队员00}を\n手に入れたからと言って‥\n---\n{立绘4100}どうにか できるって\nものじゃ、ないって事‥\n---\n{队员04}さんも\n気づいてると 思います。		{立绘0404}「而且‥\n他们——
011093	WORLD/AREAM010.EMI	13	{立绘4100}「それに、兄さま\nこう思いません‥？\n---\n{立绘0504}{队员00}がいるから\nわたし達‥\nだいじょうぶだ、って？		
011106	WORLD/AREAM010.EMI	13	{金钱00}「おや、兵隊さん以外の\nお客なんて めずらしいね‥\n---\n泊ってくなら\n{占位00}ゼニーだよ。{码14860C93}泊って行く\n旅の記錄だけする\nやめておく		
011110	WORLD/AREAM011.EMI	11	{框05}{立绘C200}「これが、{码0B}転送装置‥		{框05}
011111	WORLD/AREAM011.EMI	11	{立绘4100}「リフトが‥！？		
011112	WORLD/AREAM011.EMI	11	{立绘0000}「何‥だ！？		
011118	WORLD/AREAM011.EMI	11	{框03}{立绘4200}「爭う気は、ない‥\n---\nだまって、行かせては\nもらえんか‥？		{框03}
011120	WORLD/AREAM011.EMI	11	{框02}{立绘4200}「おとなしく‥\n行かせてくれる つもりは\nないようだな。{延时60}		{框02}
011121	WORLD/AREAM011.EMI	11	{框05}{立绘4200}「だが‥、ひとりで\nやって来たのは‥\n---\nしっぱいだったとは\n思わないか？		{框05}
011131	WORLD/AREAM011.EMI	11	{立绘4200}「これで、しばらくは\n追って来れないだろう‥		
011132	WORLD/AREAM011.EMI	11	{立绘4200}「しかし、帝国のやつらが\nこのまま 退き下がるとも\n思えない‥\n---\n気を ひきしめて\n行かねばな‥		
011133	WORLD/AREAM011.EMI	11	{立绘4200}「よし、行こう。\n---\nエリーナは、きっと\nこの地に いる‥！		
