id	file	seg	src	tgt	old_tgt
002009	SYSTEM/MASTER.EMI	9	{立绘1212}「海のオトコにコトバはいらない\n重要なのは心の一体感！\n---\n{色02}70{/色}以上の\nコンボを出したら\nまたやって来てー。		{立绘1212}「海的男人无需言语\n重要的是心意相通！\n---\n\n---\n若能打出\n70以上连击\n再来吧。
002011	SYSTEM/MASTER.EMI	9	{立绘1313}「世界を旅して\n{色02}70{/色}以上の\nモンスターを\n---\nその目でたしかめて\n来るんだ。\n---\n次の技を教えるのは\nそれからだよ。		{立绘1313}「去环游世界\n\n---\n70种以上\n的魔物\n---\n亲眼去确认\n再来吧。\n---\n下一招\n之后再教你。
002012	SYSTEM/MASTER.EMI	9	{立绘1313}「世界を旅して\n{色02}85{/色}以上の\nモンスターを\n---\nその目でたしかめて\n来るんだ。\n---\n次の技を教えるのは\nそれからだよ。		{立绘1313}「去环游世界\n\n---\n85种以上\n的魔物\n---\n亲眼去确认\n再来吧。\n---\n下一招\n之后再教你。
002013	SYSTEM/MASTER.EMI	9	{立绘1313}「世界を旅して\n{色02}100{/色}以上の\nモンスターを\n---\nその目でたしかめて\n来るんだ。\n---\n次の技を教えるのは\nそれからだよ。		{立绘1313}「去环游世界\n\n---\n100种以上\n的魔物\n---\n亲眼去确认\n再来吧。\n---\n下一招\n之后再教你。
002015	SYSTEM/MASTER.EMI	9	{立绘1414}「妖精村の人数を\n{色02}8{/色}人以上にしてほしいよう\n---\nそうしたら次の妖精魔法を\n教えてあげるよう		{立绘1414}「希望妖精村的人数\n\n---\n能增加到8人以上\n---\n那样的话就教你\n下一个妖精魔法哟
002016	SYSTEM/MASTER.EMI	9	{立绘1414}「妖精村の人数を\n{色02}12{/色}人以上にしてほしいよう\n---\nそうしたら次の妖精魔法を\n教えてあげるよう		{立绘1414}「希望妖精村的人数\n\n---\n能增加到12人以上\n---\n那样的话就教你\n下一个妖精魔法哟
002017	SYSTEM/MASTER.EMI	9	{立绘1414}「妖精村の人数を\n{色02}16{/色}人以上にしてほしいよう\n---\nそうしたら次の妖精魔法を\n教えてあげるよう		{立绘1414}「希望妖精村的人数\n\n---\n能增加到16人以上\n---\n那样的话就教你\n下一个妖精魔法哟
002018	SYSTEM/MASTER.EMI	9	{立绘1414}「妖精村の人数を\n{色02}20{/色}人以上にしてほしいよう\n---\nそうしたら次の妖精魔法を\n教えてあげるよう		{立绘1414}「希望妖精村的人数\n\n---\n能增加到20人以上\n---\n那样的话就教你\n下一个妖精魔法哟
002020	SYSTEM/MASTER.EMI	9	{立绘1515}「つりポイント{色02}4000{/色}に\nなったら、また来るっぺよ。\n---\nそんときゃ\nオラのとっておきを\nプレゼントすっから。		{立绘1515}「钓鱼点数\n---\n攒到4000\n再来吧。\n---\n到时\n俺的珍藏\n就送给你。
002021	SYSTEM/MASTER.EMI	9	{立绘1515}「つりポイント{色02}6000{/色}に\nなったら、また来るっぺよ。\n---\nそんときゃ\nオラのとっておきを\nプレゼントすっから。		{立绘1515}「钓鱼点数\n---\n攒到6000\n再来吧。\n---\n到时\n俺的珍藏\n就送给你。
002022	SYSTEM/MASTER.EMI	9	{立绘1515}「つりポイント{色02}9500{/色}に\nなったら、また来るっぺよ。\n---\nそんときゃ\nオラのとっておきを\nプレゼントすっから。		{立绘1515}「钓鱼点数\n---\n攒到9500\n再来吧。\n---\n到时\n俺的珍藏\n就送给你。
002024	SYSTEM/MASTER.EMI	9	{立绘1616}「アイテムの種類が\n{色02}80{/色}になったら\nまたきてください。\n---\nこれができたら\nとっておきの 技を\n教えるですよ。		{立绘1616}「道具的种类\n\n---\n凑到80种时\n请再来一趟。\n---\n做到之后\n就把珍藏的招式\n教给你哟。
002025	SYSTEM/MASTER.EMI	9	{立绘1616}「アイテムの種類が\n{色02}120{/色}になったら\nまたきてください。\n---\nこれができたら\nとっておきの 技を\n教えるですよ。		{立绘1616}「道具的种类\n\n---\n凑到120种时\n请再来一趟。\n---\n做到之后\n就把珍藏的招式\n教给你哟。
002027	SYSTEM/MASTER.EMI	9	{立绘1717}「コンボの 道はふかいのよ‥\n---\n次は、コンボで‥\n{色02}1500{/色}ダメージ以上を\n出してみてよ。\n---\nそうしたら、次の\nスキルを 教えてあげるよ。		{立绘1717}「连击之道深着呢…\n---\n下次用连击\n\n---\n打出1500\n以上的伤害试试。\n---\n做到了，就教你\n下一个技能哦。
002028	SYSTEM/MASTER.EMI	9	{立绘1717}「コンボの 道はふかいのよ‥\n---\n次は、コンボで‥\n{色02}3000{/色}ダメージ以上を\n出してみてよ。\n---\nそうしたら、次の\nスキルを 教えてあげるよ。		{立绘1717}「连击之道深着呢…\n---\n下次用连击\n\n---\n打出3000\n以上的伤害试试。\n---\n做到了，就教你\n下一个技能哦。
002029	SYSTEM/MASTER.EMI	9	{立绘1717}「コンボの 道はふかいのよ‥\n---\n次は、コンボで‥\n{色02}10000{/色}ダメージ以上を\n出してみてよ。\n---\nそうしたら、次の\nスキルを 教えてあげるよ。		{立绘1717}「连击之道深着呢…\n---\n下次用连击\n\n---\n打出10000\n以上的伤害试试。\n---\n做到了，就教你\n下一个技能哦。
002031	SYSTEM/MASTER.EMI	9	{立绘1818}「戦いの道はそこなしだ。\n---\nきわめるごとに\nいままで見えなかったものが\n見えてくる。\n---\n{色02}3000{/色}以上の\n一撃を放てたら\n---\nまた来るがいい。		{立绘1818}「战斗之道没有尽头。\n---\n每精进一步\n就能看见从前\n看不见的东西。\n---\n\n---\n若能放出\n3000以上的一击\n---\n再来吧。
