id	file	seg	src	tgt	old_tgt
004839	WORLD/AREAD048.EMI	11	さいだんがある‥\n{色03}{道具0805}{/色}を置いてみますか？{码14000C82}はい\nいいえ		有座祭坛‥\n要放上{道具0805}试试吗？
004841	WORLD/AREAD048.EMI	11	「こんな へき地に\n休める所が あって\nよかったよ‥\n---\nところで 旅の人\n沼で拾った {色03}お宝{/色}と‥\n---\n君の持ってる {色03}{占位00}{/色}\n取り替えてみたりしない？{码14010C92}取り替えよう！\nやめておこう‥		「这种偏僻地方\n竟有能歇脚的地方\n真是太好了‥\n---\n对了，旅行的人\n我在沼泽里捡到的宝贝‥\n---\n跟你手上的
004847	WORLD/AREAD050.EMI	11	   この先 ロープウエーで\n     {色02}シューク{/色}方面へ		越过前面的索道\n\n---\n通往修克方向
004848	WORLD/AREAD050.EMI	11	   この先 ロープウエーで\n     {色02}大砂漠{/色}方面へ		越过前面的索道\n\n---\n通往大沙漠方向
004851	WORLD/AREAD051.EMI	11	{框05}{立绘4500}「つまり、この先は‥\n---\nふた手に 分かれれば\n良いらしいですよ。		{框05}
004852	WORLD/AREAD051.EMI	11	{框05}{立绘4500}「{队员05}は、下へ行って\n呪いのキリの中を\n通るので‥\n---\nふたりは、屋根の上を\n通るといいそうです。		{框05}
004854	WORLD/AREAD051.EMI	11	{框05}{立绘4500}「そのようです。		{框05}
004855	WORLD/AREAD051.EMI	11	{框21}{队员00}と、{队员01}の\nふたりと‥\n---\n{队员05}ひとりを\n別々に 操作してください。\n---\n{色02}セレクトボタン{/色}で\n操作を切り替えます。		{框21}
004856	WORLD/AREAD051.EMI	11	{框20}操作を 切り替えるには\n{色02}セレクトボタン{/色}を 押してください。		{框20}要切换操作\n\n---\n请按选择键。
004857	WORLD/AREAD051.EMI	11	{立绘4100}「わたしたちは、呪われた\nキリの中へは\n入れませんからね‥		
004858	WORLD/AREAD051.EMI	11	{立绘4500}「ふた手に分かれないと\n通れない場所が\nあるみたいですよ。		
004859	WORLD/AREAD051.EMI	11	{立绘4500}「‥{码0B}‥あっちに 乘れば\nこっちが上がるんですね？\n---\nそうすれば、通れますか。		
004861	WORLD/AREAD051.EMI	11	{立绘4500}「なるほど‥、今度は\n{队员05}が こちらに\n乘っておけば‥\n---\n向こうが 下がらないので\n通ることが できると\n言うわけですね。		
004862	WORLD/AREAD051.EMI	11	{框06}{立绘4500}「渡りましたね‥。\n---\nそれでは、あちらに\nバルブが あるので‥		{框06}
004863	WORLD/AREAD051.EMI	11	{框05}{立绘4500}「そこまで、行くように\n‥との事ですよ。		{框05}
004865	WORLD/AREAD051.EMI	11	{队员05}と 合流して\nいったん戻りますか‥？{码14000CC2}はい\nいいえ		要与{队员05}会合\n先回去吗‥？
004866	WORLD/AREAD051.EMI	11	{立绘4500}「バルブは、もうひとつ\n下にあるんですね‥\n---\nでは、{队员05}が\n下のバルブの所まで\n行くのですかね。		
004867	WORLD/AREAD051.EMI	11	{立绘4500}「これは、バルブの\nレバーですよ。\n---\nそして、レバーがもう一つ\nこの上に あるので‥\n---\nそちらに お二人に\n行ってもらいますね。		
004869	WORLD/AREAD051.EMI	11	{框0B}{立绘4500}「ふたつのバルブを\n同時に 開くと‥\n---\n少しの間、キリが\n減るそうですよ。		{框0B}
004871	WORLD/AREAD051.EMI	11	{框0B}{立绘4500}「そのようです。		{框0B}
004872	WORLD/AREAD051.EMI	11	{框0B}{立绘4500}「では、いきますよ。\nいーち‥\n---\n{立绘0201}にーの‥\n---\n{立绘0302}さん！		{框0B}
004873	WORLD/AREAD051.EMI	11	{框03}{立绘4500}「‥キリが ひいてるのは\nちょっとの間みたいです。\n---\n急いだ方が いいですかね。		{框03}
004874	WORLD/AREAD051.EMI	11	操作の 切り替えは\n{色02}セレクトボタン{/色}です。\n---\nコンテナに乘ると\nそのコンテナは下がり、\n乘っている間コテイされます。		操作的切换\n\n---\n用选择键。\n---\n乘上集装箱后\n该集装箱会下降，\n乘坐期间会被固定。
004875	WORLD/AREAD051.EMI	11	{立绘4500}「‥{队员05}だけで\n行っても、しょうがない？\n---\n‥{码0B}‥{码0B}‥そのようですね。		
004880	WORLD/AREAD052.EMI	11	{框21}{色0A}○{/色}ボタンを 押している間\nゴンドラが動き、はなすと\n止まります。\n---\n流れてくる まるたを\nうまくよけて すすんでください。\n---\nまるたの横から ゴンドラを\n近づけると‥ まるたに\n乘り移ることもできます。\n---\n\n  もう一度、說明を讀みますか？{码14000C82}はい\nいいえ		{框21}按住○键期间\n吊篮会移动，松开\n就会停下。\n---\n请避开漂来的圆木\n一路前进。\n---\n吊篮从圆木旁边\n靠近的话‥也可以\n爬乘到圆木上。\n---\n\n要再读一次说明吗？
004890	WORLD/AREAD057.EMI	13	{框40}{立绘0000}「誰だっ！？		{框40}
004892	WORLD/AREAD057.EMI	13	{立绘0000}「な‥、{码0B}何だ、きさま！？		
004894	WORLD/AREAD057.EMI	13	{框03}{立绘4600}「‥‥『竜』？{引0600}		{框03}
004897	WORLD/AREAD057.EMI	13	{立绘0000}「わが帝国の 勢力をあげて\n悪しき竜を 退治するのだ。		
004906	WORLD/AREAD058.EMI	11	{框05}{立绘4100}「{队员00}さんの、おかげ‥{码0B}\n{立绘0000}です‥、ね？		{框05}
