id	file	seg	src	tgt	old_tgt
000038	SYSTEM/CAMP.EMI	8	スキルの受け取りは\nリストに空きがなくても、まき物の\nスキルとこうかんして 装備可能です\n---\n方向キー：カーソルの移動\n{色0A}○{/色}：決定\n{色0A}□{/色}：まき物にスキルを受け取る		接收技能时\n即使列表没有空位，也可\n与卷轴技能交换后装备\n---\n方向键：移动光标\n○：确定\n□：将技能收入卷轴{色0A}○{/色}：決定\n{色0A}□{/色}：まき物にスキルを受け取る
000042	SYSTEM/CAMP.EMI	8	方向キー上下：コマンドを選択\n{色0A}○{/色}：決定  {色0A}×{/色}：キャンセル		方向键上下：选择指令\n○：确定×：取消{色0A}○{/色}：決定  {色0A}×{/色}：キャンセル
000043	SYSTEM/CAMP.EMI	8	方向キー上下：カーソル移動\nL1·L2：ページアップ\nR1·R2：ページダウン\n---\n{色0A}×{/色}：キャンセル		方向键上下：移动光标\nL1·L2：上翻页\nR1·R2：下翻页\n---\n×：取消{色0A}×{/色}：キャンセル
000044	SYSTEM/CAMP.EMI	8	方向キー：\n  装備スキルをみたいメンバーの選択\n{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル		方向键：\n选择要查看装备技能的成员\n○：确定×：取消{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル
000045	SYSTEM/CAMP.EMI	8	方向キー上下：カーソル移動\n{色0A}×{/色}：キャンセル		方向键上下：移动光标\n×：取消{色0A}×{/色}：キャンセル
000046	SYSTEM/CAMP.EMI	8	方向キー上下：カーソル移動\nL1·L2：ページアップ\nR1·R2：ページダウン\n---\n{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル		方向键上下：移动光标\nL1·L2：上翻页\nR1·R2：下翻页\n---\n○：确定×：取消{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル
000047	SYSTEM/CAMP.EMI	8	誰かが、装備中でも\nそのまま スキルのつけかえが可能です\n（アオ字は装備中のスキルです）\n---\n方向キー：\n  スキルを装備させるメンバーを選択\n{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル		即使有人装备中\n也可直接更换技能\n（蓝字为装备中的技能）\n---\n方向键：\n选择要装备技能的成员\n○：确定×：取消{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル
000048	SYSTEM/CAMP.EMI	8	方向キー：\n  スキルをはずしたいメンバーの選択\n{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル		方向键：\n选择要卸下技能的成员\n○：确定×：取消{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル
000049	SYSTEM/CAMP.EMI	8	このモードで\n装備スキルをはすす事ができます\n---\n方向キー上下：カーソル移動\n{色0A}○{/色}：スキルをはずす  {色0A}×{/色}：キャンセル		此模式下\n可卸下装备的技能\n---\n方向键上下：移动光标\n○：卸下技能×：取消{色0A}○{/色}：スキルをはずす  {色0A}×{/色}：キャンセル
000050	SYSTEM/CAMP.EMI	8	伝承師に会いに行かなくてもキャンプで\n入門/師事やめを行えます。\n---\nただし、スキルやアイテムは\n伝承師に 会わなければ\nもらうことが、できません。\n---\n方向キー上下：コマンドを選択\n{色0A}○{/色}：決定  {色0A}×{/色}：キャンプに戻る		无需拜访传承师，在营地\n即可入门/停止拜师。\n---\n但技能和道具\n必须见到传承师\n才能获得。\n---\n方向键上下：选择指令\n○：确定×：返回营地{色0A}○{/色}：決定  {色0A}×{/色}：キャンプに戻る
000051	SYSTEM/CAMP.EMI	8	方向キー：カーソルの移動\n{色0A}○{/色}：決定  {色0A}×{/色}：キャンセル		方向键：移动光标\n○：确定×：取消{色0A}○{/色}：決定  {色0A}×{/色}：キャンセル
000052	SYSTEM/CAMP.EMI	8	メンバーの成長は、\n師事する伝承師により\n大きく変化します。\n---\nニーズに合わせて、強力なメンバーに\nそだてましょう。\n---\nちなみに、ほせいを加えて『0』を\n下回る場合、成長度は『0』になります\n---\n方向キー：カーソル移動\nL1·L2/R1·R2：\n     師事するメンバーのいれかえ\n---\n{色0A}○{/色}：決定  {色0A}×{/色}：キャンセル		成员的成长\n会随所拜的传承师\n发生很大变化。\n---\n根据需要，把成员\n培养得更强吧。\n---\n另外，补正后低于『0』时\n成长度将为『0』\n---\n方向键：移动光标\nL1·L2/R1·R2：\n交换拜师成员\n---\n○：确定×：取消{色0A}○{/色}：決定  {色0A}×{/色}：キャンセル
000053	SYSTEM/CAMP.EMI	8	方向キー：カーソル移動\n{色0A}○{/色}：次のかだいを見る\n{色0A}×{/色}：キャンセル		方向键：移动光标\n○：查看下一道题\n×：取消{色0A}○{/色}：次のかだいを見る\n{色0A}×{/色}：キャンセル
000066	SYSTEM/CAMP.EMI	8	{立绘1111}「どうも、あなた達に\n教えられるものは‥\n---\n全部、教えちゃったみたいー。\n---\n‥{码0B}‥{码0B}‥それなりに\n楽しかったわよー。\n---\n何か、師匠にでも\nなったみたいでー！		{立绘1111}「能教你们的\n东西‥\n---\n好像全都教完了哦。\n---\n……那种感觉\n还挺开心哟。\n---\n仿佛真当上\n了师父一样！{码0B}‥{码0B}‥それなりに\n楽しかったわよー。\n---\n何か、師匠にでも\nなったみたいでー！
000084	SYSTEM/CAMP.EMI	8	{立绘1515}「し{码0B}っかし、すんげぇなぁ\nついに、あんちゃんは\nつり、きわめちまったぺか‥\n---\nもう あんちゃんは\n誰もがみとめる\nりっぱなつり名人だっぺ。		{立绘1515}「不过真是了不起啊\n大哥你终于\n把钓鱼练到头了…\n---\n如今大哥已是\n人人都佩服的\n钓鱼大名人了。{码0B}っかし、すんげぇなぁ\nついに、あんちゃんは\nつり、きわめちまったぺか‥\n---\nもう あんちゃんは\n誰もがみとめる\nりっぱなつり名人だっぺ。
000106	SYSTEM/CAMP.EMI	8	{立绘1A1A}「おまえたち、\n---\nオレの技を全部おぼえて\nしまったではないか！\n---\n{码0B}‥まあいい。\nオレの教え方が\nよすぎたのだろう。\n---\nかんしゃをわすれぬように。		{立绘1A1A}「你们\n---\n竟然把我的招式\n全部学会了！\n---\n…也罢。\n想必是我\n教得太好了。\n---\n莫要忘了感恩。{码0B}‥まあいい。\nオレの教え方が\nよすぎたのだろう。\n---\nかんしゃをわすれぬように。
000241	SYSTEM/CAMP.EMI	9	カテゴリー：{色03}ダウンST{/色}		类别：降ST{色03}ダウンST{/色}
000242	SYSTEM/CAMP.EMI	9	カテゴリー：{色03}アップST{/色}		类别：升ST{色03}アップST{/色}
000243	SYSTEM/CAMP.EMI	9	カテゴリー：{色03}アップLV{/色}		类别：升LV{色03}アップLV{/色}
000526	SYSTEM/CAMP.EMI	9	火の力を開放する     カテゴリー：{色03}ブレス{/色}\n{引2 1D40}		解放火之力的类别：龙息\n{色03}ブレス{/色}\n{引2 1D40}
