id	file	seg	src	tgt	old_tgt
013690	WORLD/AREAS011.EMI	11	{立绘0707}「か、{码0B}かくれそこなった\nワケじゃないのよ‥\n---\nかくれんぼ なんて\n子供の遊び、{码0B}しないの。		{立绘0707}「才，才不是\n没躲好呢‥\n---\n捉迷藏这种\n小孩游戏，我才不玩。{码0B}かくれそこなった\nワケじゃないのよ‥\n---\nかくれんぼ なんて\n子供の遊び、{码0B}しないの。
013692	WORLD/AREAS011.EMI	11	{立绘0A0A}「てへへー‥\nみつかったー‥！\n---\n‥{码0B}‥おしえてあげるー。\nルンダはー\n---\nひがしの じょうへきの\nしたにー‥\n---\nかくれるって ゆってたー。		{立绘0A0A}「嘿嘿——‥\n被找到啦——！\n---\n‥‥告诉你呀。\n伦达呀\n---\n说是要躲在\n东城墙\n---\n下面呀。{码0B}‥おしえてあげるー。\nルンダはー\n---\nひがしの じょうへきの\nしたにー‥\n---\nかくれるって ゆってたー。
013701	WORLD/AREAS011.EMI	11	{立绘0C0C}「ひょっとして‥\nやっぱり‥{码0B}‥\n---\nチノが、見つかって\nいないのですね？		{立绘0C0C}「难道说‥\n果然‥‥\n---\n千乃，还没有\n被抓到呀？{码0B}‥\n---\nチノが、見つかって\nいないのですね？
013702	WORLD/AREAS011.EMI	11	{立绘0C0C}「ああ‥、{码0B}ご存知のように\nあの子は、逃げたり‥\n---\nかくれたりするのが\nとても 上手なのです。		{立绘0C0C}「唉‥，如你们所见\n那孩子逃跑呀‥\n---\n躲藏呀\n特别拿手呀。{码0B}ご存知のように\nあの子は、逃げたり‥\n---\nかくれたりするのが\nとても 上手なのです。
013736	WORLD/AREAS011.EMI	11	{框06}{立绘8141}「ま、{码0B}そう言う事やったら\n手ェ、かしたらんでも\nないけど‥\n---\nその前に、ちょっと\n働いてもらおかな‥？		{框06}{立绘8141}「嘛，既然如此\n我也不必\n帮忙了‥\n---\n不过在那之前\n先请你们干点活‥？{码0B}そう言う事やったら\n手ェ、かしたらんでも\nないけど‥\n---\nその前に、ちょっと\n働いてもらおかな‥？
013737	WORLD/AREAS011.EMI	11	{框05}{立绘0F0D}「あのう、{码0B}マーロックさん‥\n---\nお手伝いって、わたし\n何を‥{码0B}‥？		{框05}{立绘0F0D}「那个，马洛克先生‥\n---\n帮忙的话，我\n要做什么‥‥？{码0B}マーロックさん‥\n---\nお手伝いって、わたし\n何を‥{码0B}‥？
013739	WORLD/AREAS011.EMI	11	{框02}{立绘8141}「‥{码0B}‥{码0B}なんやて！？\n---\nほんで、そのまま\nのこのこと、归ってきたんか？		{框02}{立绘8141}「‥‥什么！？\n---\n然后就那么\n大摇大摆地回来了？{码0B}‥{码0B}なんやて！？\n---\nほんで、そのまま\nのこのこと、归ってきたんか？
013749	WORLD/AREAS011.EMI	11	{框05}{立绘0F0D}「え、{码0B}あ‥ はい‥？		{框05}{立绘0F0D}「诶，啊‥是‥？{码0B}あ‥ はい‥？
013750	WORLD/AREAS011.EMI	11	{框06}{立绘8141}「そーでっか！\nほなら‥‥\n---\n今度は、ワイが\n{特效}もんで{码0E}{/特效}{道具5E98}まひょ！		{框06}{立绘8141}「这就对啦！\n那么接下来‥\n---\n这回换我来\n揉{特效}吧！{码0E}{/特效}{道具5E98}まひょ！
013772	WORLD/AREAS011.EMI	11	{立绘0707}「みんなには\nナイショだけど‥\n---\nわたし、エリーナ様から\nとっても ステキな{色03}宝物{/色}\nもらったんだ！		{立绘0707}「虽然对大家\n是秘密‥\n---\n我从艾莉娜大人那儿\n得到了超棒的\n宝物哟！{色03}宝物{/色}\nもらったんだ！
013773	WORLD/AREAS011.EMI	11	「前の ようじんぼうは\n女、子供あいてに\n負けたらしいが‥\n---\n俺は、ちがうぞ\nためしてみるか？{码14010C92}ためしてみよう！\nいえいえそんな‥		「听说上一位卫兵\n输给了女人\n孩子‥\n---\n我可不一样\n要试试吗？要试试！\n不不，算了‥{码14010C92}ためしてみよう！\nいえいえそんな‥
013808	WORLD/AREAS011.EMI	11	{立绘8141}マーロック\n「{码0B}‥また、\nあんさんたちかいな‥\n---\nそんなんで\nちゃんと旅\nしてはるんでっか？\n---\nふらふら遊んでんなら\nめずらしい宝でも\nさがしたら どないです？\n---\nいい宝見せてくれたら\n商売のしかたでも\n教えてあげまっせ？{码14820C92}宝を見てもらう\n見せない		{立绘8141}马洛克\n「‥又是\n你们几位呀‥\n---\n那副样子\n旅途\n还顺利吗？\n---\n要是整天闲晃\n不如找找\n稀罕宝物如何？\n---\n给我看件好宝\n就连做生意的\n门道也教你哟？拿宝物给看\n不给看{码0B}‥また、\nあんさんたちかいな‥\n---\nそんなんで\nちゃんと旅\nしてはるんでっか？\n---\nふらふら遊んでんなら\nめずらしい宝でも\nさがしたら どないです？\n---\nいい宝見せてくれたら\n商売のしかたでも\n教えてあげまっせ？{码14820C92}宝を見てもらう\n見せない
013813	WORLD/AREAS011.EMI	11	{立绘8141}マーロック\n「{码0B}‥またですか？\n---\nなんかいいお宝でも\n手に入れたんでっか？\n---\nまっ、いそがしい身やけど\n話あいてくらいなら\nなってあげますわ。		{立绘8141}马洛克\n「‥又来了？\n---\n是不是淘到什么\n好宝物啦？\n---\n嘛，我虽然忙\n陪你聊聊\n倒也无妨。{码0B}‥またですか？\n---\nなんかいいお宝でも\n手に入れたんでっか？\n---\nまっ、いそがしい身やけど\n話あいてくらいなら\nなってあげますわ。
013814	WORLD/AREAS011.EMI	11	{立绘8141}{码0B}‥ほほう\nこれまた、めずらしい\n一品ですな‥\n---\nなるほど、なるほど‥\n---\n{码0B}‥ははーん‥\nふむむ‥‥\nほう‥‥\n---\n{码0B}{码0B}‥これは、あんさん\nまさにお宝中の\nお宝でっせ！\n---\nいいでしょう！\nこの{色03}{占位01}{/色}\n教えてあげますわ！		{立绘8141}{码0B}‥嚯嚯\n这又是件\n稀罕货呀‥\n---\n原来如此，原来如此‥\n---\n‥哈哈——\n嗯嗯‥‥\n哦——‥\n---\n‥这可是你们\n宝中宝的\n宝物哟！\n---\n那好！\n这件{码0B}\n就教给你们！{码0B}{码0B}‥これは、あんさん\nまさにお宝中の\nお宝でっせ！\n---\nいいでしょう！\nこの{色03}{占位01}{/色}\n教えてあげますわ！
013817	WORLD/AREAS011.EMI	11	{立绘8141}で、どないしたいんです？{码14820C93}教えてほしい\nやめます\n何でもないです		{立绘8141}那么，想怎么样？想学\n不学了\n没什么{码14820C93}教えてほしい\nやめます\n何でもないです
013818	WORLD/AREAS011.EMI	11	{立绘8141}他にもあるんちゃいます？{码14820C93}教えてほしい\nやめます\n何でもないです		{立绘8141}还有别的吧？想学\n不学了\n没什么{码14820C93}教えてほしい\nやめます\n何でもないです
013876	WORLD/AREAS012.EMI	11	{立绘0101}「実は、{码0B}そうなんです‥\n---\nあの病気は、この边の\n薬草では‥\nどうしようも なくって‥\n---\n薬を 探したんですが‥		{立绘0101}「其实，是这样的‥\n---\n那种病，靠附近一带的\n药草是‥\n毫无办法的‥\n---\n虽然我们也找过药‥{码0B}そうなんです‥\n---\nあの病気は、この边の\n薬草では‥\nどうしようも なくって‥\n---\n薬を 探したんですが‥
013889	WORLD/AREAS012.EMI	11	{框02}{立绘0101}「ああ、{码0B}ありがとう‥\n---\nこれで、薬が効くかどうかは\nプカプカ‥\n---\nなるようにしか、なりません。		{框02}{立绘0101}「啊，谢谢你们‥\n---\n至于药有没有效\n就是普卡普卡了‥\n---\n只能听天由命了。{码0B}ありがとう‥\n---\nこれで、薬が効くかどうかは\nプカプカ‥\n---\nなるようにしか、なりません。
013928	WORLD/AREAS013.EMI	11	{立绘8040}「{特效}あ〜〜〜〜〜〜〜〜〜〜〜〜{码0E}{/特效}		{立绘8040}「哈——————{特效}あ〜〜〜〜〜〜〜〜〜〜〜〜{码0E}{/特效}
013946	WORLD/AREAS014.EMI	11	{打字02}\n    こちら {色03}ツボ{/色}置き場		{打字02}\n这里是罐子放置处{色03}ツボ{/色}置き場
013947	WORLD/AREAS014.EMI	11	{打字02}\n    こちら {色05}タル{/色}置き場		{打字02}\n这里是桶放置处{色05}タル{/色}置き場
013979	WORLD/AREAS015.EMI	11	「休んでお行き、旅の人{码14860C93}ひと休みしよう\n記錄だけしよう\n今はやめておこう		住一晚再走吧，旅行的人休息一下\n只做记录\n现在算了{码14860C93}ひと休みしよう\n記錄だけしよう\n今はやめておこう
013986	WORLD/AREAS015.EMI	11	{立绘8545}「ふぬー！？\n---\nし、師匠‥オレって\nよ、{码0B}弱いんですか‥？		{立绘8545}「呜奴——！？\n---\n师，师父‥我很\n弱吗‥？{码0B}弱いんですか‥？
013991	WORLD/AREAS015.EMI	11	{立绘0202}「これ、{队员02}\nそんな事では、族長として‥\n---\n‥いや、{码0B}とにかく無事で\nよかったわい。\n---\nターボ様にも、きちんと\n話しておくんじゃぞ‥		{立绘0202}「喂，{队员02}\n那样可当不了族长呀‥\n---\n‥不，总之平安\n就好。\n---\n也要跟塔博大人\n好好说清楚哟‥{码0B}とにかく無事で\nよかったわい。\n---\nターボ様にも、きちんと\n話しておくんじゃぞ‥
