id	file	seg	src	tgt	old_tgt
016028	WORLD/AREAS041.EMI	8	どうする？{码14820C93}本番にチャレンジ！\nレッスンする\nやめる		怎么做？挑战正式演奏！\n上练习课\n不玩了{码14820C93}本番にチャレンジ！\nレッスンする\nやめる
016029	WORLD/AREAS041.EMI	8	どのレッスンをする？{码14820C15}初心者向き\n少し上手な人向き\nすごく上手な人向き\nスペシャリスト向き\n最後のキメ		上哪种练习课？面向新手\n面向稍熟练的人\n面向高手\n面向专家\n最后的压轴{码14820C15}初心者向き\n少し上手な人向き\nすごく上手な人向き\nスペシャリスト向き\n最後のキメ
016032	WORLD/AREAS041.EMI	8	もう一度チャレンジする？{码14820C93}もう一度！\nレッスンする\nやめる		要再挑战一次吗？再来一次！\n上练习课\n不玩了{码14820C93}もう一度！\nレッスンする\nやめる
016034	WORLD/AREAS041.EMI	8	「どうするの？{码14820C94}プレイする\n說明をきく\nけい品を見る\nやらない		「要怎么做？玩一把\n听说明\n看奖品\n不玩了{码14820C94}プレイする\n說明をきく\nけい品を見る\nやらない
016035	WORLD/AREAS041.EMI	8	それじゃあ說明するよう\n---\nこれはカードを使って\nじゃんけんするゲームだよう\n---\nモードは{色03}ノーマル{/色}と{色03}ランダム{/色}の\n2種類\n---\nりょうほう6まいのカードを使って\nじゃんけんするんだけど‥\n---\n{色03}ランダム{/色}は じゃんけんカードが\nてきとうにくばられるから\n\n---\n運が悪いと、すぐに負けちゃうよう\n---\nどちらかのカードがなくなった時点で\nゲームは終了\n---\nそっちのカードがなくなるか\nひきわけだったら\nあたしの勝ち\n---\nあたしのカードが\n先になくなったら\nあなたの勝ち\n---\n勝利した場合は\nのこったカード数に応じて\nポイントをゲット\n---\nポイントとこうかんで\nけい品が手に入るけど‥\n---\nどんなにポイントがあっても\n一度のこうかんで\n全部を うしなってしまうよう\n---\nついでに高いポイントの\nけい品を手に入れるには\n---\n何度もれんぞくして勝って\nポイントをためる必要があるよう\n---\nあとは‥\n---\nもしかしたら妖精の せいかくで\nプレイスタイルに\nとくちょうが出るかもしれないよう\n---\n何度もプレイすると\nそのうち分かるかも\n---\n長くなったけど\n說明はこんなところだよう		那么来说明哟\n---\n这是用卡片\n来玩猜拳的游戏哟\n---\n模式有普通和随机\n两种\n---\n双方各用6张卡片\n来玩猜拳‥\n---\n随机模式下猜拳卡片\n是随机分发的\n\n---\n运气不好的话马上就会输掉哟\n---\n任意一方的卡片用完之时\n游戏即告结束\n---\n你那边卡片先用完\n或者打平的话\n就算人家赢\n---\n人家的卡片\n先用完的话\n就算你赢\n---\n获胜的话\n按剩余卡片数量\n获得点数\n---\n用点数交换\n能拿到奖品‥\n---\n但不管攒了多少点数\n交换一次\n就会全部失去哟\n---\n想拿到高点数的\n奖品的话\n---\n需要连胜多次\n攒够点数才行哟\n---\n还有‥\n---\n说不定因为妖精的性格\n玩法上会\n出现特色哟\n---\n多玩几次的话\n或许就会明白了\n---\n说得有点长\n说明就到这里哟{色03}ノーマル{/色}と{色03}ランダム{/色}の\n2種類\n---\nりょうほう6まいのカードを使って\nじゃんけんするんだけど‥\n---\n{色03}ランダム{/色}は じゃんけんカードが\nてきとうにくばられるから\n\n---\n運が悪いと、すぐに負けちゃうよう\n---\nどちらかのカードがなくなった時点で\nゲームは終了\n---\nそっちのカードがなくなるか\nひきわけだったら\nあたしの勝ち\n---\nあたしのカードが\n先になくなったら\nあなたの勝ち\n---\n勝利した場合は\nのこったカード数に応じて\nポイントをゲット\n---\nポイントとこうかんで\nけい品が手に入るけど‥\n---\nどんなにポイントがあっても\n一度のこうかんで\n全部を うしなってしまうよう\n---\nついでに高いポイントの\nけい品を手に入れるには\n---\n何度もれんぞくして勝って\nポイントをためる必要があるよう\n---\nあとは‥\n---\nもしかしたら妖精の せいかくで\nプレイスタイルに\nとくちょうが出るかもしれないよう\n---\n何度もプレイすると\nそのうち分かるかも\n---\n長くなったけど\n說明はこんなところだよう
016040	WORLD/AREAS041.EMI	8	ゲーム、やめちゃうの？\n---\nポイントが残っているのに\nゲームをやめると\n---\nポイントはみんな\nなくなっちゃうよう？{码14820C82}はい\nいいえ		游戏不玩了吗？\n---\n还剩着点数\n却不玩了的话\n---\n点数会\n全部消失哟？是\n否{码14820C82}はい\nいいえ
016041	WORLD/AREAS041.EMI	8	「今回も いいバトルだったよう！\nまだまだプレイする？{码14820C93}ゲームをプレイする\nけい品とこうかん\nやらない		「这次也是场好对决哟！\n还要继续玩吗？玩游戏\n用点数换奖品\n不玩了{码14820C93}ゲームをプレイする\nけい品とこうかん\nやらない
016045	WORLD/AREAS041.EMI	8	ポイントとそれを\nこうかんする？{码14820C82}はい\nいいえ		要用点数\n换奖品吗？是\n否{码14820C82}はい\nいいえ
016048	WORLD/AREAS041.EMI	8	{框44}「今回はどっちのモードで\nプレイする？{码14820C02}ノーマル\nランダム		{框44}「这次要用哪种模式\n来玩？普通\n随机{码14820C02}ノーマル\nランダム
016049	WORLD/AREAS041.EMI	8	{框46}「このカードで\nよろしいですか？{码14820C82}はい\nいいえ		{框46}「用这张卡片\n可以吗？是\n否{码14820C82}はい\nいいえ
016073	WORLD/AREAS041.EMI	8	{框44}「どうやら\nひきわけ だよう\n---\n{码0B}‥ということは\n残念ながらあたしの\n勝ちだよう！		{框44}「看来\n是平局哟\n---\n‥也就是说\n很遗憾算人家\n赢了哟！{码0B}‥ということは\n残念ながらあたしの\n勝ちだよう！
016084	WORLD/AREAS041.EMI	8	{框44}「チョキ‥‥{码0B}{码0B}\nいや、なんでもないよう！		{框44}「剪刀‥‥\n不，没什么哟！{码0B}{码0B}\nいや、なんでもないよう！
016088	WORLD/AREAS041.EMI	8	方向キー：カーソル移動\n \n{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル		方向键：移动光标\n\n○：确定×：取消{色0A}○{/色}：決定   {色0A}×{/色}：キャンセル
016105	WORLD/AREAS041.EMI	8	「う〜ん‥‥{码0B}{码0B}\nもっとレッスンした方がいいよう		「唔～‥‥\n还是多练习练习比较好哟{码0B}{码0B}\nもっとレッスンした方がいいよう
016111	WORLD/AREAS042.EMI	8	「つかれた体での旅は\nキケンだよう\n---\n泊まってく？{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく		「疲惫的身体\n赶路可危险哟\n---\n要住下吗？住下\n只做旅途记录\n先不住{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく
016112	WORLD/AREAS042.EMI	8	「泊まる？{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく		「要住宿吗？住下\n只做旅途记录\n先不住{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく
016113	WORLD/AREAS042.EMI	8	「サービス業は気を使うから\nタイヘンなのよう\n---\n泊まる？{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく		「服务业要处处留心\n所以很辛苦的哟\n---\n要住宿吗？住下\n只做旅途记录\n先不住{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく
016114	WORLD/AREAS042.EMI	8	「この村でいちばん\nセイケツな宿屋だよう\n---\n泊まってく？{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく		「这可是村里\n最干净的旅店哟\n---\n要住下吗？住下\n只做旅途记录\n先不住{码14860C93}泊まって行く\n旅の記錄だけする\nやめておく
016126	WORLD/AREAS042.EMI	8	「あたしたちの腹の中に\n品物をおいてるのよう\n---\n{码0B}ウソだよう！		「道具都放在\n我们的肚子里哟\n---\n骗你的哟！{码0B}ウソだよう！
016141	WORLD/AREAS042.EMI	8	「あちこちに探険に行って\nいろいろな物を探してくるよう\n---\n探険に行く？{码14820C82}はい\nやめる		「我们会去各地探险\n找来各种各样的东西哟\n---\n要去探险吗？是\n不去了{码14820C82}はい\nやめる
016142	WORLD/AREAS042.EMI	8	「あちこちに探険に行って\nいろいろな物をひろってくるよう\n---\n探険に行く？{码14820C82}はい\nやめる		「我们会去各地探险\n捡来各种各样的东西哟\n---\n要去探险吗？是\n不去了{码14820C82}はい\nやめる
016143	WORLD/AREAS042.EMI	8	「あちこちに探険に行って\nいろいろな物をぱちってくるよう\n---\n探険に行く？{码14820C82}はい\nやめる		「我们会去各地探险\n顺手拿回各种东西哟\n---\n要去探险吗？是\n不去了{码14820C82}はい\nやめる
016144	WORLD/AREAS042.EMI	8	「あちこちに探険に行くよう\nアイテムはそのオマケね\n---\n探険に行く？{码14820C82}はい\nやめる		「我们要去各地探险哟\n道具只是附带品呢\n---\n要去探险吗？是\n不去了{码14820C82}はい\nやめる
016149	WORLD/AREAS042.EMI	8	「がんばって、すてきなものを\n探してくるよう！\n---\nそれとも、探険やめる？{码14820C93}行き先を変更する\n探険をやめる\nやめない		「我们会加油\n找来棒棒的东西哟！\n---\n还是说，不探险了？变更目的地\n取消探险\n继续探险{码14820C93}行き先を変更する\n探険をやめる\nやめない
016150	WORLD/AREAS042.EMI	8	「遠くに探険に行くなんて\nドキドキするよう\n---\nやっぱり、探険やめる？{码14820C93}行き先を変更する\n探険をやめる\nやめない		「要去那么远的地方探险\n真是让人心跳加速哟\n---\n还是说，不探险了？变更目的地\n取消探险\n继续探险{码14820C93}行き先を変更する\n探険をやめる\nやめない
016152	WORLD/AREAS042.EMI	8	「今、探険のじゅんび中だよう\nいそがしいのよう\n---\nやっぱり、探険やめる？{码14820C93}行き先を変更する\n探険をやめる\nやめない		「现在正在准备探险哟\n忙着呢\n---\n还是说，不探险了？变更目的地\n取消探险\n继续探险{码14820C93}行き先を変更する\n探険をやめる\nやめない
016202	WORLD/AREAS042.EMI	8	「ご来店、ありがとよう！\n保険に入っておくと\nいざという時、助かるよう\n---\nきょうみある？{码14820C82}はい\nいいえ		「感谢光临！\n入了保险的话\n关键时刻能救命哟\n---\n有兴趣吗？是\n否{码14820C82}はい\nいいえ
016203	WORLD/AREAS042.EMI	8	「ご来店、ありがとよう！\n保険に入っておくと\nいざという時、助かるよう\n---\nきょうみある？{码14820C82}はい\nいいえ		「感谢光临！\n入了保险的话\n关键时刻能救命哟\n---\n有兴趣吗？是\n否{码14820C82}はい\nいいえ
