id	file	seg	src	tgt
008019	WORLD/AREAE025.EMI	8	きょうどうたい	共同体
008020	WORLD/AREAE025.EMI	8	「何が知りたい？はじめに‥\n食べ物と『狩り』\n作戦\nタイプと能力\n文化と仕事\n仕事に妖精を配置する\n土木\n家を建てる\nおわり	「想知道什么？‥\n食物与『狩猎』\n作战\n类型与能力\n文化与工作\n给妖精安排工作\n土木\n建房\n结束
008021	WORLD/AREAE025.EMI	8	「おおざっぱに言うと‥\n---\nあたし達、妖精に\n色んな仕事をさせて‥\n---\n人口をふやして\n町を大きくするのよう\n---\n最初は何にもないケド‥\n---\nがんばれば、りっぱな\n町になるよう！\n---\n	「大体上说‥\n---\n我们妖精\n会做各种工作‥\n---\n以此增加人口\n把镇子变大哟\n---\n虽然最初什么都没有‥\n---\n只要努力，就能成为\n像样的镇子哟！\n---\n
008022	WORLD/AREAE025.EMI	8	「食べ物は、大切よう！\n---\nこれが、なくなると\nあたし達、死んじゃうから‥\n---\n『狩り』をして\nふやさないとだめよう！\n---\n狩りをさせる人数は‥\n人口の\n---\n1/3を目安に\n配置すると、いいみたいよう\n---\n	「食物，很重要哟！\n---\n要是没了这个\n我们就活不下去了‥\n---\n必须通过『狩猎』\n来增加才行哟！\n---\n安排狩猎的人数‥\n以人口的\n---\n1/3为标准\n配置比较好哟\n---\n
008023	WORLD/AREAE025.EMI	8	「『作戦』であたしたちの\n働き具合を決めてよう\n---\n『しゃかりき』から\n『のんびり』までの\n4種類あって‥\n---\nたとえば、『しゃかりき』は\n成果が高くなるけど‥\n---\nその分、いっぱい食べる‥\nみたいなバランスだよう！\n---\nなれない間は、『がんばれ』が\n安心だよう\n---\n	「用『作战』决定\n我们的干劲吧\n---\n从『全力』到\n『悠闲』共有\n4种‥\n---\n比如『全力』\n成果虽高‥\n---\n但相应地\n吃得也多哟！\n---\n不熟悉的时候\n『加油』最安心哟\n---\n
008024	WORLD/AREAE025.EMI	8	「あたしたちの能力は‥\n---\n体力‥\n知力‥\nセンス‥の、3つだよう\n---\nこの能力で仕事に\n向き、不向きがあるよう‥\n---\nたとえば、体力があったら‥\n力仕事に向いてるよう！\n---\nそれと、『タイプ』って言うのは\nせいかくの事で‥\n---\nこれでも、作業効果が\n変わるよう\n---\n	「我们的能力是‥\n---\n体力‥\n智力‥\n悟性，3种哟\n---\n不同工作对能力\n各有要求哟‥\n---\n比如体力好\n就适合力气活哟！\n---\n还有『类型』\n指的是性格‥\n---\n这也会影响\n作业效果哟\n---\n
008025	WORLD/AREAE025.EMI	8	「『仕事』は、最初『狩り』と\n『土木』しかないけど‥\n---\n『文化』が上がると\nだんだんふえるよう！\n---\n『文化』は、あたし達の知力に\nかんけいあるよう\n---\n	「『工作』最初只有\n『狩猎』和『土木』‥\n---\n『文化』上升后\n会渐渐增多哟！\n---\n『文化』与我们的\n智力有关哟\n---\n
008026	WORLD/AREAE025.EMI	8	「どの妖精に、どの仕事を\nさせるのか決めるのよう\n---\n仕事ウインドウで\n決定ボタンを押すと‥\n---\nメニューが出るから\n『選択』を選んで‥\n---\nウインドウの中の妖精を\nさせたい仕事のウインドウまで\n移動させてよう\n---\n『全選択』を使うと\nそこにいる妖精を\nいっぺんに移動できるよう\n---\n	「决定让哪只妖精\n做哪份工作哟\n---\n在工作窗口\n按下决定键‥\n---\n会弹出菜单\n选择『选择』‥\n---\n把窗口里的妖精\n移到想让它做的工作\n窗口去哟\n---\n用『全选』的话\n能把那里的妖精\n一次全移过去哟\n---\n
008027	WORLD/AREAE025.EMI	8	「『土木』は‥\n土地をひろげて、家を建てる\nお仕事よう！\n---\n土地がひろがったら\n家を建てる場所が\nどんどんふえるよう！\n---\n	「『土木』是‥\n开垦土地、建造房屋\n的工作哟！\n---\n土地扩展后\n能建房的地方\n会越来越多哟！\n---\n
008028	WORLD/AREAE025.EMI	8	「家を建てるには‥\n---\n『土木』のメニューの中から\n『土地』を選んで‥\n---\n家を建てたい場所を\nカーソルで選んで\n決定してよう！\n---\n反対に、家をつぶす時は‥\n---\n家を選んで、決定してよう！\n---\n	「想建房的话‥\n---\n从『土木』菜单中\n选择『土地』‥\n---\n用光标选好想建房的位置\n按下决定哟！\n---\n反过来，想拆房时‥\n---\n选好房子\n按下决定哟！\n---\n
008029	WORLD/AREAE025.EMI	8	よろしく賴むよう\n---\n{引2 1200}	多多关照哟\n---\n{引2 1200}
008031	WORLD/AREAE025.EMI	8	{框8A}はい\nいいえ	{框8A}是\n否
008032	WORLD/AREAE025.EMI	8	{框88}はい\nいいえ	{框88}是\n否
008036	WORLD/AREAE025.EMI	8	仕事と作戦\n土地をみたい\n說明をききたい\nやっぱりやめる	工作与作战\n查看土地\n听取说明\n还是算了
008037	WORLD/AREAE025.EMI	8	作業のすすめぐあいです	作业的进度程度
008038	WORLD/AREAE025.EMI	8	しゃかりき	全力
008039	WORLD/AREAE025.EMI	8	がんばれ	加油
008040	WORLD/AREAE025.EMI	8	のんびり	悠闲
008041	WORLD/AREAE025.EMI	8	じゆうに	自由
008042	WORLD/AREAE025.EMI	8	休む間もなく働きます。食物消化大	不停歇地工作。食物消化大
008043	WORLD/AREAE025.EMI	8	そこそこ働き、休みます	适度工作，会休息
008044	WORLD/AREAE025.EMI	8	たまに働きます。食物消化小	偶尔工作。食物消化小
008045	WORLD/AREAE025.EMI	8	妖精にまかせます	交给妖精
008046	WORLD/AREAE025.EMI	8	作戦変更	更改作战
008047	WORLD/AREAE025.EMI	8	說明	说明
008048	WORLD/AREAE025.EMI	8	スケジュールを設定します	设定日程
008049	WORLD/AREAE025.EMI	8	作戦についての說明です	关于作战的说明
008050	WORLD/AREAE025.EMI	8	作戦とは	所谓作战
008051	WORLD/AREAE025.EMI	8	作戦の種類	作战种类
008052	WORLD/AREAE025.EMI	8	道具屋	道具屋
008053	WORLD/AREAE025.EMI	8	武器屋	武器屋
008054	WORLD/AREAE025.EMI	8	宿屋	旅店
008055	WORLD/AREAE025.EMI	8	探険家	探险家
008056	WORLD/AREAE025.EMI	8	よう兵	佣兵
008057	WORLD/AREAE025.EMI	8	音楽家	音乐家
008058	WORLD/AREAE025.EMI	8	芸術家	艺术家
008059	WORLD/AREAE025.EMI	8	メタル屋	金属屋
008060	WORLD/AREAE025.EMI	8	遊び屋	游艺屋
008061	WORLD/AREAE025.EMI	8	保険屋	保险屋
008062	WORLD/AREAE025.EMI	8	道具をあつかうショップです	经营道具的商店
008063	WORLD/AREAE025.EMI	8	武器をあつかうショップです	经营武器的商店
008064	WORLD/AREAE025.EMI	8	体力を回復させます	恢复体力
008065	WORLD/AREAE025.EMI	8	宝をさがしに、旅をします	寻宝旅行
008066	WORLD/AREAE025.EMI	8	プレイヤーの戦闘を助けます	助玩家战斗
008067	WORLD/AREAE025.EMI	8	ゲーム內の音楽を闻かせてくれます	演奏游戏内音乐
008068	WORLD/AREAE025.EMI	8	イラストギャラリー集です	插画画廊集
008069	WORLD/AREAE025.EMI	8	メタルの売買を行います	进行金属买卖
008070	WORLD/AREAE025.EMI	8	ミニゲームをおこないます	进行小游戏
008071	WORLD/AREAE025.EMI	8	これでバトルも安心です	如此战斗也安心
008072	WORLD/AREAE025.EMI	8	どの職業につくか選んでください	请选择从事哪种职业
008073	WORLD/AREAE025.EMI	8	土木	土木
008074	WORLD/AREAE025.EMI	8	狩り	狩猎
008075	WORLD/AREAE025.EMI	8	農家	农家
008076	WORLD/AREAE025.EMI	8	フリー	自由
008077	WORLD/AREAE025.EMI	8	森を切り開き、家をたてます	开垦森林，建造房屋
008078	WORLD/AREAE025.EMI	8	動物をつかまえて食物にします	捕捉动物作为食物
008079	WORLD/AREAE025.EMI	8	作物をそだてます	培育作物
008080	WORLD/AREAE025.EMI	8	特定の職業についていません	未从事特定职业
008081	WORLD/AREAE025.EMI	8	移動先を選んでください	请选择移动目的地
008082	WORLD/AREAE025.EMI	8	人がいっぱいで入れません	人满无法进入
008083	WORLD/AREAE025.EMI	8	建築中です	建筑中
