id	file	seg	src	tgt
000775	SYSTEM/COMMU03.EMI	8	単体	单体
000776	SYSTEM/COMMU03.EMI	8	全体	全体
000777	SYSTEM/COMMU03.EMI	8	火属性	火属性
000778	SYSTEM/COMMU03.EMI	8	風属性	风属性
000779	SYSTEM/COMMU03.EMI	8	水属性	水属性
000780	SYSTEM/COMMU03.EMI	8	土属性	土属性
000781	SYSTEM/COMMU03.EMI	8	聖なる	神圣
000782	SYSTEM/COMMU03.EMI	8	火+風属性	火+风属性
000783	SYSTEM/COMMU03.EMI	8	風+水属性	风+水属性
000784	SYSTEM/COMMU03.EMI	8	水+土属性	水+土属性
000785	SYSTEM/COMMU03.EMI	8	土+火属性	土+火属性
000788	SYSTEM/COMMU03.EMI	8	鉄のプレートでがっちりガード\n{引2 1640}	铁板护身，防御周全\n{引2 1640}
000789	SYSTEM/COMMU03.EMI	8	身をけずって金かせぎただ痛恨をくらうことも‥\n{引2 1640}	舍身挣钱，有时反遭重创‥\n{引2 1640}
000791	SYSTEM/COMMU03.EMI	8	攻撃{占位01}重{占位02}	攻击{占位01}重{占位02}
000792	SYSTEM/COMMU03.EMI	8	攻撃{占位01}重{占位02}{占位06}攻撃	攻击{占位01}重{占位02}{占位06}攻击
000793	SYSTEM/COMMU03.EMI	8	攻撃{占位01}重{占位02}射撃	攻击{占位01}重{占位02}射击
000794	SYSTEM/COMMU03.EMI	8	攻撃{占位01}重{占位02}{占位06}射撃	攻击{占位01}重{占位02}{占位06}射击
000795	SYSTEM/COMMU03.EMI	8	防御{占位01}重{占位02}	防御{占位01}重{占位02}
000796	SYSTEM/COMMU03.EMI	8	カテゴリー：火	类别：火
000797	SYSTEM/COMMU03.EMI	8	カテゴリー：風	类别：风
000798	SYSTEM/COMMU03.EMI	8	カテゴリー：水	类别：水
000799	SYSTEM/COMMU03.EMI	8	カテゴリー：土	类别：土
000800	SYSTEM/COMMU03.EMI	8	カテゴリー：聖	类别：圣
000801	SYSTEM/COMMU03.EMI	8	カテゴリー：死	类别：死
000802	SYSTEM/COMMU03.EMI	8	残りHPでダメージ変化	伤害随剩余HP变化
000807	SYSTEM/COMMU03.EMI	8	カテゴリー：状態異常	类别：状态异常
000808	SYSTEM/COMMU03.EMI	8	カテゴリー：ダウンST	类别：降ST
000809	SYSTEM/COMMU03.EMI	8	カテゴリー：アップST	类别：升ST
000810	SYSTEM/COMMU03.EMI	8	カテゴリー：アップLV	类别：升LV
000817	SYSTEM/COMMU03.EMI	8	旅にはかかせない一品わすれずに買っておこう\n{引2 0D40}	旅行必备良品，别忘了购买\n{引2 0D40}
000818	SYSTEM/COMMU03.EMI	8	さまざまな薬草から調合されたガン薬\n{引2 0D40}	由各种药草调制的丸药\n{引2 0D40}
000819	SYSTEM/COMMU03.EMI	8	薬効成分を調整純度がたかい元気玉\n{引2 0D40}	药效成分精调，纯度极高的元气玉\n{引2 0D40}
000820	SYSTEM/COMMU03.EMI	8	生成率5%ハイクオリティな一品\n{引2 EF41}	生成率5%的高品质极品\n{引2 EF41}
