id	file	seg	src	tgt
016879	WORLD/AREAS049.EMI	8	「たいていばし」	「大帝桥
016881	WORLD/AREAS049.EMI	8	「ここは、\n---\nハシビトの町‥\n---\n東と西をつなぐ大帝橋を\n見張る兵隊の事を\nハシビトって言うのさ。	「这里是‥\n---\n桥守之镇‥\n---\n看守连接东西两大陆的\n大帝桥的士兵\n就被称作桥守。
016882	WORLD/AREAS049.EMI	8	「でっかい荷物が\n着いたって？\n---\nまた、マーロックの\nヤミ商品かな‥？	「说有大件货物\n运到了？\n---\n又是马洛克的\n黑市货吧‥？
016884	WORLD/AREAS049.EMI	8	「そういや、この前\n本土から来た部隊が\nいたよなぁ‥\n---\n竜を探しに来たって\n言ってたけど‥	「说起来，前阵子\n有支本土来的\n部队哟‥\n---\n听说是来找\n龙的‥
016885	WORLD/AREAS049.EMI	8	「それより、もっと前に‥\n---\nすげぇ美人が\n西へ、渡って行っただろ？\n---\nあっちの方が気になるよ。	「比起这个，更早之前‥\n---\n有个超正的美人\n朝西边渡过去了吧？\n---\n那边更让人在意呀。
016886	WORLD/AREAS049.EMI	8	「早く归ってあの子に\n会いたいなあ‥\n---\n転送が終わってしまったら\n今度はいつ归れるか‥	「真想早点回去\n见那孩子呀‥\n---\n传送一结束\n下次就不知何时能回去了‥
016887	WORLD/AREAS049.EMI	8	「ひさしぶりに、大帝橋の\n転送装置が\n動くらしいんだ‥\n---\n何とか、このチャンスに\n本土へ归りたいねぇ‥	「听说大帝桥的\n传送装置\n难得要启动了‥\n---\n说什么也要趁\n这个机会回本土去‥
016888	WORLD/AREAS049.EMI	8	「戦爭が終わってから‥\n---\n転送装置は、めったに\n動かないからな‥	「自从战争结束‥\n---\n传送装置就很少\n启动过了‥
016889	WORLD/AREAS049.EMI	8	「ここが‥\n東と西の大陸を結ぶ\n\n---\n大帝橋の、入り口だよ\n---\nところで、知ってる‥？	「这里就是‥\n连接东西两大陆的\n\n---\n大帝桥的入口哟\n---\n话说，你知道吗‥？
016890	WORLD/AREAS049.EMI	8	「なんだ、知ってるのか‥\n---\nしかしこんな物を作った\n初代皇帝様ってのは\nたいしたお人だよな。	「什么嘛，原来你知道啊‥\n---\n不过能造出这种东西的\n初代皇帝陛下\n真是了不起的人物啊。
016891	WORLD/AREAS049.EMI	8	「大帝橋って、言うのは\n本当の橋じゃなくって‥\n---\n魔法の力を使って\n人や物をパッと\n転送する装置なんだよ。	「所谓大帝桥‥\n并不是真正的桥‥\n---\n而是借助魔法之力\n把人和物嗖地一下\n传送过去的装置。
016892	WORLD/AREAS049.EMI	8	「新入りさんかい？\n---\nまあ、とりあえず\n休んでいきなよ休む\n旅の記錄だけする\n今はやめておく	「是新来的吗？\n---\n嘛，总之先\n歇会儿吧休息\n只做旅途记录\n现在还是算了
016893	WORLD/AREAS049.EMI	8	「運ぶ荷物の中身を\n少し、チョロまかして\n売ってるのさ‥\n---\n良い事じゃねえけどな。	「就是把运送的货物\n偷一点出来\n卖掉哟‥\n---\n虽然不是什么好事。
016894	WORLD/AREAS049.EMI	8	「誰だか知らんが\n大帝橋は使えんぞ！	「不知道是谁干的\n大帝桥用不了啦！
016895	WORLD/AREAS049.EMI	8	「あ、隊長殿‥\n---\nひょっとして\n西へお戻りに\nなるんですか？	「啊，队长大人‥\n---\n您该不会\n是要回\n西边去吧？
016897	WORLD/AREAS049.EMI	8	「でしたら、少し\nお待ちいただく事に\nなりますよ。	「那样的话\n就请您\n稍等片刻了。
016898	WORLD/AREAS049.EMI	8	「大帝橋の中で\n大暴れした者が\nおりまして‥\n---\n転送装置が、止められて\nしまって‥	「有人在大帝桥\n里面\n大闹了一场‥\n---\n传送装置\n被关掉了‥
016899	WORLD/AREAS049.EMI	8	「次はいつ動かせるのか\nまったく分からんのです。	「下次什么时候能启动\n完全不得而知。
016900	WORLD/AREAS049.EMI	8	「まったく、どこの\nバカか知らんが‥\n---\nおかげでワシまで\n归れんじゃないか。	「真是的，不知道是\n哪里的蠢货‥\n---\n害得连老夫\n都回不去了。
016901	WORLD/AREAS049.EMI	8	「おお、{队员04}殿‥\n本国に報告かね？\n---\nふーむ‥‥\n---\nこれはまた、マズイ時に\n来たものだ‥	「哦，{队员04}阁下‥\n是向本国汇报吗？\n---\n嗯～‥‥\n---\n你来的可真不是\n时候啊‥
016902	WORLD/AREAS049.EMI	8	「おい、知ってるか？\n---\n砂漠の北の方には\n泥のない海ってのが\nあるんだと。	「喂，你知道吗？\n---\n听说沙漠的北边\n有一片\n没有泥的海哟。
016903	WORLD/AREAS049.EMI	8	「へえ、その海って‥\n---\n西の大陸にも\nつながってるのかねえ？	「哦～，那片海‥\n---\n和西边的大陆\n也相连着吗？
016904	WORLD/AREAS049.EMI	8	{立绘0101}「西へ行きたいなぁ‥\nねえ？うん、行きたい\nいや、別に	{立绘0101}「好想去西边呀‥\n对吧？嗯，想去\n不，倒也没有
016905	WORLD/AREAS049.EMI	8	{立绘0101}「だよね‥！\n---\nどうにか、西へ渡る方法は\nないかなぁ‥	{立绘0101}「我就说吧‥！\n---\n有没有什么办法\n能渡到西边去呢‥
016906	WORLD/AREAS049.EMI	8	{立绘0101}「だよね。\n---\nふつうは、帝国なんかに\n用はないもんね。	{立绘0101}「是吧。\n---\n一般人跟帝国\n才没什么打交道呢。
016907	WORLD/AREAS049.EMI	8	「こ、これは隊長！\n---\n長旅ごくろうさまで\nありました！	「队、队长！\n---\n长途跋涉\n您辛苦了！
016908	WORLD/AREAS049.EMI	8	「ん‥？\n転送装置が動かないから‥\n---\n軍かんけい以外はほとんど\nひきはらったはずだぞ‥	「嗯‥？\n传送装置动不了‥\n---\n军队相关人员以外\n应该都撤走了才对‥
016909	WORLD/AREAS049.EMI	8	「どうぞ、お通りください\n‥でも大帝橋は\n使えませんよ？	「请进，请进\n‥不过大帝桥\n是用不了的哟？
016910	WORLD/AREAS049.EMI	8	「やあ、旅の人‥\n---\n東じゃめずらしい\n{占位01}が\nあるんだが‥\n---\nあんたの持ってる\n	「哟，旅行的人‥\n---\n东边可少见\n{占位01}\n哟‥\n---\n把你身上那个\n
016911	WORLD/AREAS049.EMI	8	{占位01}を手に入れた！	得到了{占位01}！
016912	WORLD/AREAS049.EMI	8	「どうよ、そんなお宝‥\n見た事ないだろ？	「怎么样，这种宝物‥\n没见过吧？
016913	WORLD/AREAS049.EMI	8	「あんた達、お宝に\nきょうみは‥ないみたいだな。	「你们对宝物\n好像‥没什么兴趣啊。
016914	WORLD/AREAS049.EMI	8	「誰だか知らんが\n大帝橋は使えないよ‥	「不知道是谁干的\n大帝桥用不了‥
