id	file	seg	src	tgt
000001	SYSTEM/CAMP.EMI	8	{框8A}はい\nいいえ	{框8A}是\n否
000002	SYSTEM/CAMP.EMI	8	{框88}はい\nいいえ	{框88}是\n否
000003	SYSTEM/CAMP.EMI	8	調べる	调查
000004	SYSTEM/CAMP.EMI	8	装備	装备
000005	SYSTEM/CAMP.EMI	8	リスト	列表
000006	SYSTEM/CAMP.EMI	8	こじん	个人
000007	SYSTEM/CAMP.EMI	8	持っているスキルをかくにんできます	可确认持有的技能
000008	SYSTEM/CAMP.EMI	8	スキルの入れかえを行います\n>装備には\n---\n	进行技能更换\n>装备中\n---\n
000009	SYSTEM/CAMP.EMI	8	スキルの入れかえを行います\n>	进行技能更换\n>
000010	SYSTEM/CAMP.EMI	8	スキルの入れかえを行います\n>\n---\n	进行技能更换\n>\n---\n
000011	SYSTEM/CAMP.EMI	8	全スキルのリストです	全部技能的列表
000012	SYSTEM/CAMP.EMI	8	メンバーが装備しているスキルのリストです	成员装备中技能的列表
000013	SYSTEM/CAMP.EMI	8	誰が装備しますか	让谁装备
000015	SYSTEM/CAMP.EMI	8	装備モードを終了してよろしいですか	确定结束装备模式吗
000016	SYSTEM/CAMP.EMI	8	現在、そのスキルは	现在，该技能
000017	SYSTEM/CAMP.EMI	8	\n---\n	\n---\n
000018	SYSTEM/CAMP.EMI	8	プレイヤーを選択してください	请选择角色
000019	SYSTEM/CAMP.EMI	8	入門	入门
000020	SYSTEM/CAMP.EMI	8	データ	资料
000021	SYSTEM/CAMP.EMI	8	やめる	取消
000022	SYSTEM/CAMP.EMI	8	師事する伝承師をかえます	更换拜师的传承师
000023	SYSTEM/CAMP.EMI	8	伝承師の素質をかくにんします	确认传承师的资质
000024	SYSTEM/CAMP.EMI	8	伝承師への師事をやめます	停止跟随传承师
000025	SYSTEM/CAMP.EMI	8	誰が新たに師事するのですか	让谁重新拜师
000026	SYSTEM/CAMP.EMI	8	誰が師事をやめますか	谁停止拜师
000031	SYSTEM/CAMP.EMI	8	空きがありませんスキルをまき物に戻して\n	没有空位了，请把技能放回卷轴\n
000032	SYSTEM/CAMP.EMI	8	このスキルをまき物に戻して\n	把这个技能放回卷轴\n
000033	SYSTEM/CAMP.EMI	8	\nEMPTY	\nEMPTY
000036	SYSTEM/CAMP.EMI	8	{占位01}が	{占位01}将
000037	SYSTEM/CAMP.EMI	8	一度に、2人以上の伝承師に\n師事はできません。ほかの伝承師に\n師事していた場合は上書きされます\n---\n方向キー上下：メンバーの選択\n方向キー左右：前·後衛のきりかえ\n○：決定×：終了	无法同时拜两位以上传承师\n若已拜其他传承师\n将会被覆盖\n---\n方向键上下：选择成员\n方向键左右：切换前·后排\n○：确定×：结束
000038	SYSTEM/CAMP.EMI	8	スキルの受け取りは\nリストに空きがなくても、まき物の\nスキルとこうかんして装備可能です\n---\n方向キー：カーソルの移動\n○：決定\n□：まき物にスキルを受け取る	接收技能时\n即使列表没有空位，也可\n与卷轴技能交换后装备\n---\n方向键：移动光标\n○：确定\n□：将技能收入卷轴
000039	SYSTEM/CAMP.EMI	8	まき物に戻したスキルの装備には\n\n---\n	要装备收回卷轴的技能\n\n---\n
000040	SYSTEM/CAMP.EMI	8	方向キー：カーソルの移動\n○：決定×：終了	方向键：移动光标\n○：确定×：结束
000041	SYSTEM/CAMP.EMI	8	\n---\n	\n---\n
000042	SYSTEM/CAMP.EMI	8	方向キー上下：コマンドを選択\n○：決定×：キャンセル	方向键上下：选择指令\n○：确定×：取消
000043	SYSTEM/CAMP.EMI	8	方向キー上下：カーソル移動\nL1·L2：ページアップ\nR1·R2：ページダウン\n---\n×：キャンセル	方向键上下：移动光标\nL1·L2：上翻页\nR1·R2：下翻页\n---\n×：取消
000044	SYSTEM/CAMP.EMI	8	方向キー：\n装備スキルをみたいメンバーの選択\n○：決定×：キャンセル	方向键：\n选择要查看装备技能的成员\n○：确定×：取消
000045	SYSTEM/CAMP.EMI	8	方向キー上下：カーソル移動\n×：キャンセル	方向键上下：移动光标\n×：取消
000046	SYSTEM/CAMP.EMI	8	方向キー上下：カーソル移動\nL1·L2：ページアップ\nR1·R2：ページダウン\n---\n○：決定×：キャンセル	方向键上下：移动光标\nL1·L2：上翻页\nR1·R2：下翻页\n---\n○：确定×：取消
000047	SYSTEM/CAMP.EMI	8	誰かが、装備中でも\nそのままスキルのつけかえが可能です\n（アオ字は装備中のスキルです）\n---\n方向キー：\nスキルを装備させるメンバーを選択\n○：決定×：キャンセル	即使有人装备中\n也可直接更换技能\n（蓝字为装备中的技能）\n---\n方向键：\n选择要装备技能的成员\n○：确定×：取消
000048	SYSTEM/CAMP.EMI	8	方向キー：\nスキルをはずしたいメンバーの選択\n○：決定×：キャンセル	方向键：\n选择要卸下技能的成员\n○：确定×：取消
000049	SYSTEM/CAMP.EMI	8	このモードで\n装備スキルをはすす事ができます\n---\n方向キー上下：カーソル移動\n○：スキルをはずす×：キャンセル	此模式下\n可卸下装备的技能\n---\n方向键上下：移动光标\n○：卸下技能×：取消
000050	SYSTEM/CAMP.EMI	8	伝承師に会いに行かなくてもキャンプで\n入門/師事やめを行えます。\n---\nただし、スキルやアイテムは\n伝承師に会わなければ\nもらうことが、できません。\n---\n方向キー上下：コマンドを選択\n○：決定×：キャンプに戻る	无需拜访传承师，在营地\n即可入门/停止拜师。\n---\n但技能和道具\n必须见到传承师\n才能获得。\n---\n方向键上下：选择指令\n○：确定×：返回营地
000051	SYSTEM/CAMP.EMI	8	方向キー：カーソルの移動\n○：決定×：キャンセル	方向键：移动光标\n○：确定×：取消
000052	SYSTEM/CAMP.EMI	8	メンバーの成長は、\n師事する伝承師により\n大きく変化します。\n---\nニーズに合わせて、強力なメンバーに\nそだてましょう。\n---\nちなみに、ほせいを加えて『0』を\n下回る場合、成長度は『0』になります\n---\n方向キー：カーソル移動\nL1·L2/R1·R2：\n師事するメンバーのいれかえ\n---\n○：決定×：キャンセル	成员的成长\n会随所拜的传承师\n发生很大变化。\n---\n根据需要，把成员\n培养得更强吧。\n---\n另外，补正后低于『0』时\n成长度将为『0』\n---\n方向键：移动光标\nL1·L2/R1·R2：\n交换拜师成员\n---\n○：确定×：取消
000053	SYSTEM/CAMP.EMI	8	方向キー：カーソル移動\n○：次のかだいを見る\n×：キャンセル	方向键：移动光标\n○：查看下一道题\n×：取消
000054	SYSTEM/CAMP.EMI	8	ダミー	占位
000055	SYSTEM/CAMP.EMI	8	COMPLETE	COMPLETE
000056	SYSTEM/CAMP.EMI	8	NODATA	NODATA
