id	file	seg	src	tgt
013443	WORLD/AREAS005.EMI	11	かくれざとのおへや	隐里之屋
013444	WORLD/AREAS005.EMI	11	「おやおや‥\n村の中、あるいてて\nケガしなかったかい？\n---\nせまい所だけど\n休んでお行きよ‥？おことばにあまえて‥\n旅の記錄だけしよう\n今はいいです	「哎呀哎呀‥\n在村里走来走去\n没受伤吧？\n---\n地方虽小\n就歇歇脚吧‥？承蒙好意‥\n只做旅途记录\n现在不必
013445	WORLD/AREAS005.EMI	11	「どぅあらうてー。	「承蒙款待——。
013446	WORLD/AREAS005.EMI	11	「このワナは‥\nトラばさみって言ってね\n---\nバネの弾き具合と\nトゲのするどさが\nポイントさ。	「这个陷阱呀‥\n叫捕兽夹\n---\n弹簧的弹力和\n尖刺的锋利度\n是关键。
013447	WORLD/AREAS005.EMI	11	「ここの村長が‥\nワナの大好きな、変わり者で\n村中、ワナだらけでしょ？\n---\n危なっかしいのよ、これが！	「这村村长呀‥\n最爱陷阱，是个怪人\n全村到处都是陷阱吧？\n---\n这可真让人提心吊胆！
013448	WORLD/AREAS005.EMI	11	「村長さん、言ってたよ。\n---\n村を守るには\nワナをしかけるのが\nいちばんだって‥！	「村长说过哟‥\n---\n守护村子\n最好的办法\n就是布陷阱‥！
013450	WORLD/AREAS005.EMI	11	{立绘8040}「オキャクサンヤー！\nアソブカな？\n---\n{立绘FFFF}	{立绘8040}「有客人来呀！\n要一起玩吗？\n---\n{立绘FFFF}
013451	WORLD/AREAS005.EMI	11	何だか、よく分からないが‥	总觉得莫名其妙‥
013452	WORLD/AREAS005.EMI	11	{立绘8040}「シリマヘンナ\n---\nあ‥\n---\n{立绘FFFF}	{立绘8040}「不认识呀\n---\n啊‥\n---\n{立绘FFFF}
013453	WORLD/AREAS005.EMI	11	{立绘8040}「ウレシイナア\nアソンデクレルン\n---\nや？はい\nやだ\n何して遊ぶ？	{立绘8040}「好开心呀\n有人陪我玩\n---\n呀？好\n不要\n玩什么好？
013457	WORLD/AREAS005.EMI	11	{立绘8040}「{队员AE}ンタノマケ！	{立绘8040}「{队员AE}你输了！
013460	WORLD/AREAS005.EMI	11	{立绘FFFF}	{立绘FFFF}
013463	WORLD/AREAS005.EMI	11	どうやら、西にある森に\n行けという事らしい‥	看来意思是要我们\n去西边的森林‥
013464	WORLD/AREAS005.EMI	11	{立绘0101}「いやー‥\n村がワナだらけで\nおどろいたかの？	{立绘0101}「哎呀～‥\n村里到处是陷阱\n吓到你们了？
013465	WORLD/AREAS005.EMI	11	{框03}{立绘0202}「ええ、まあ‥	{框03}{立绘0202}「嗯，算是‥
013466	WORLD/AREAS005.EMI	11	{框04}{立绘8141}「しかし、これには\n大事なワケがあってな‥	{框04}{立绘8141}「不过，这里面\n可有重要的缘由‥
013467	WORLD/AREAS005.EMI	11	{框03}	{框03}
013468	WORLD/AREAS005.EMI	11	{框04}{立绘8141}「なんだ、知っておったか‥	{框04}{立绘8141}「怎么，早知道了呀‥
013469	WORLD/AREAS005.EMI	11	{立绘8141}「そう、ここには\nセネスタへの抜け道が\nあってな‥	{立绘8141}「对，这里有\n通往塞内斯塔的\n密道‥
013470	WORLD/AREAS005.EMI	11	{立绘8141}「大戦のときには\nたくさんの人が‥\n---\nセネスタから抜け道で\n逃げてきたのだ‥	{立绘8141}「大战的时候\n有许多人‥\n---\n就是从塞内斯塔\n经由密道逃来的‥
013471	WORLD/AREAS005.EMI	11	{框04}{立绘8141}「で、まぁ‥\n戦爭が終わった後も‥\n---\nイザという時に\n安心して逃げて来れるよう\n抜け道を守っておるんだ。	{框04}{立绘8141}「所以嘛‥\n战争结束后也‥\n---\n为了让人在万一之时\n能安心逃到这里\n一直守着密道呢。
013472	WORLD/AREAS005.EMI	11	{框03}	{框03}
013473	WORLD/AREAS005.EMI	11	{框04}{立绘8141}「え‥、うーむ‥‥‥\n---\nま、いいだろう‥\nあんたら、帝国の連中には\n見えないしな‥	{框04}{立绘8141}「诶‥，嗯‥‥‥\n---\n嘛，也行吧‥\n你们这群人\n看着不像帝国的‥
