id	file	seg	src	tgt
007585	WORLD/AREAE018.EMI	8	きゃんぷよるいべんと\nM046M047	营地夜晚事件\nM046M047
007587	WORLD/AREAE018.EMI	8	{立绘C140}「ええ‥\n---\n風の塔には、空高く\n上がるための装置が\nあるんです。\n---\nその装置を使えば\nラーウィ様に‥	{立绘C140}「嗯‥\n---\n风之塔里，有能\n升上高空的\n装置。\n---\n用那装置就能\n见到拉维大人‥
007588	WORLD/AREAE018.EMI	8	{立绘C140}「あれ‥、ところで\n{队员03}さんは？	{立绘C140}「咦‥，话说\n{队员03}先生呢？
007590	WORLD/AREAE018.EMI	8	{立绘8141}「そんな‥‥	{立绘8141}「怎么会‥‥
007593	WORLD/AREAE018.EMI	8	{立绘0101}「	{立绘0101}「
007595	WORLD/AREAE018.EMI	8	{立绘0101}「でも‥\n---\n步いて探すには\n黄金平野は大きすぎます‥\n---\n今は、なんとか\n	{立绘0101}「可是‥\n---\n要靠步行去找\n黄金平原太大了‥\n---\n现在，得想办法\n
007596	WORLD/AREAE018.EMI	8	{立绘0201}「‥	{立绘0201}「‥
007599	WORLD/AREAE018.EMI	8	{立绘C140}「得‥、はたしかに\n{立绘8241}ないのかもしれないですね‥	{立绘C140}「呃‥，确实\n{立绘8241}或许是没有呢‥
007600	WORLD/AREAE018.EMI	8	{立绘C140}「それと‥\n---\nうまく行かないかも\nしれないから‥\n---\n何もしないって言うのは‥	{立绘C140}「还有‥\n---\n也许会\n不顺利‥\n---\n所以什么都不做‥
007601	WORLD/AREAE018.EMI	8	{立绘C140}「よくないって‥\n---\n{立绘8341}そんな気がします。	{立绘C140}「总觉得‥\n---\n{立绘8341}不太妥当。
007602	WORLD/AREAE018.EMI	8	{立绘C140}「	{立绘C140}「
007603	WORLD/AREAE018.EMI	8	{立绘C140}「私やエリーナ姉様は\nウインディアのお城で\n生まれそだったんです‥	{立绘C140}「我和艾莉娜姐姐\n是在温迪亚的城里\n出生长大的‥
007605	WORLD/AREAE018.EMI	8	{立绘8141}「‥{队员02}兄様が\nまたルディアに捕まったら\n---\n今度こそ姉様を\n探せなくなってしまいます。	{立绘8141}「‥{队员02}哥哥要是\n再被卢迪亚抓住\n---\n就真的再也无法\n寻找姐姐了。
007607	WORLD/AREAE018.EMI	8	{立绘0402}「やっと見つけたよう！	{立绘0402}「总算找到了哟！
007608	WORLD/AREAE018.EMI	8	{立绘0402}「助けてよう、竜のヒト！\n---\nアタシたち夢の世界に\nもどれたけど‥	{立绘0402}「救救我们哟，龙人！\n---\n我们虽然回到了\n梦的世界‥
007609	WORLD/AREAE018.EMI	8	{立绘0402}「夢の世界に来て\n教えてよう‥！	{立绘0402}「来梦的世界\n告诉我们哟‥！
007610	WORLD/AREAE018.EMI	8	{立绘0502}「そりゃあんまりだよう\n---\nイジワルしないで\n教えてよう‥！	{立绘0502}「那太过分了哟\n---\n别捉弄我们\n告诉我们嘛‥！
007611	WORLD/AREAE018.EMI	8	{立绘0502}「ヒドイよう、せつないよう\n---\nそんなこといわずに\n教えてよう‥！	{立绘0502}「好过分哟，好难受哟\n---\n别那么说\n告诉我们嘛‥！
007612	WORLD/AREAE018.EMI	8	{立绘0602}「オニだよう、アクマだよう\n---\nおねがいだから\n教えてよう‥！	{立绘0602}「是鬼哟，是魔哟\n---\n拜托了\n告诉我们嘛‥！
007613	WORLD/AREAE018.EMI	8	{立绘0702}「ほんと？\n---\nうれしいよう\nおねがいよう。	{立绘0702}「真的？\n---\n好高兴哟\n拜托了哟。
007614	WORLD/AREAE018.EMI	8	{立绘0502}くらしかたが\nわかんないのよう‥！	{立绘0502}不知道\n怎么生活嘛‥！
007622	WORLD/AREAE018.EMI	8	{立绘0803}\n「ぴっぴき	{立绘0803}\n「噼噼叽
007626	WORLD/AREAE018.EMI	8	\nどこへ行こうか？黄金平野に出発する\n他のところへ行く\nどこにも行かない	\n要去哪里？出发去黄金平原\n去别处\n哪儿也不去
007627	WORLD/AREAE018.EMI	8	{立绘C240}「この調子なら‥\n---\n明日には、捨てられた村に\n着けそうだな‥	{立绘C240}「照这个速度‥\n---\n明天应该就能到\n被遗弃的村庄了‥
