id	file	seg	src	tgt
003530	SYSTEM/SGAMENX.EMI	3	何かないかな？	有什么好东西吗？
003531	SYSTEM/SGAMENX.EMI	3	何もない！	什么都没有！
003536	SYSTEM/SGAMENX.EMI	3	買う	购买
003537	SYSTEM/SGAMENX.EMI	3	売る	出售
003538	SYSTEM/SGAMENX.EMI	3	下取り	以旧换新
003539	SYSTEM/SGAMENX.EMI	3	やめる	取消
003540	SYSTEM/SGAMENX.EMI	3	アイテムを買います	购买道具
003541	SYSTEM/SGAMENX.EMI	3	装備を買います	购买装备
003542	SYSTEM/SGAMENX.EMI	3	持ち物を売ります	出售随身物品
003543	SYSTEM/SGAMENX.EMI	3	装備を下取りします	装备以旧换新
003544	SYSTEM/SGAMENX.EMI	3	ショップを出ます	离开商店
003545	SYSTEM/SGAMENX.EMI	3	方向キー上下：コマンドを選択\n\n○：決定×：ショップを出る	方向键上下：选择指令\n\n○：确定×：离开商店
003546	SYSTEM/SGAMENX.EMI	3	とまる	投宿
003547	SYSTEM/SGAMENX.EMI	3	セーブ	存档
003548	SYSTEM/SGAMENX.EMI	3	やめる	取消
003549	SYSTEM/SGAMENX.EMI	3	ひとばんとまって元気になります	住一晚恢复体力
003550	SYSTEM/SGAMENX.EMI	3	メモリーカードにセーブします	存档至存储卡
003551	SYSTEM/SGAMENX.EMI	3	宿屋を出ます	离开旅店
003552	SYSTEM/SGAMENX.EMI	3	方向キー上下：コマンドを選択\n\n○：決定×：宿屋を出る	方向键上下：选择指令\n\n○：确定×：离开旅店
003553	SYSTEM/SGAMENX.EMI	3	{框01}{打字02}\n\n---\nセーブしますか？はい\nいいえ	{框01}{打字02}\n\n---\n要存档吗？是\n否
003554	SYSTEM/SGAMENX.EMI	3	{框06}{立绘C140}「ここでは、ムリみたい‥	{框06}{立绘C140}「这里好像不行‥
003556	SYSTEM/SGAMENX.EMI	3	\nいたい！ケムシにさされた‥	\n好痛！被毛毛虫刺了‥
003558	SYSTEM/SGAMENX.EMI	3	「こわせそうだ‥	「好像能打破‥
003560	SYSTEM/SHOP.EMI	9	単体	单体
003561	SYSTEM/SHOP.EMI	9	全体	全体
003562	SYSTEM/SHOP.EMI	9	火属性	火属性
003563	SYSTEM/SHOP.EMI	9	風属性	风属性
003564	SYSTEM/SHOP.EMI	9	水属性	水属性
003565	SYSTEM/SHOP.EMI	9	土属性	土属性
003566	SYSTEM/SHOP.EMI	9	聖なる	神圣
003567	SYSTEM/SHOP.EMI	9	火+風属性	火+风属性
003568	SYSTEM/SHOP.EMI	9	風+水属性	风+水属性
003569	SYSTEM/SHOP.EMI	9	水+土属性	水+土属性
003570	SYSTEM/SHOP.EMI	9	土+火属性	土+火属性
003573	SYSTEM/SHOP.EMI	9	鉄のプレートでがっちりガード\n{引2 1640}	铁板护身，防御周全\n{引2 1640}
003574	SYSTEM/SHOP.EMI	9	身をけずって金かせぎただ痛恨をくらうことも‥\n{引2 1640}	舍身挣钱，有时反遭重创‥\n{引2 1640}
003576	SYSTEM/SHOP.EMI	9	攻撃{占位01}重{占位02}	攻击{占位01}重{占位02}
003577	SYSTEM/SHOP.EMI	9	攻撃{占位01}重{占位02}{占位06}攻撃	攻击{占位01}重{占位02}{占位06}攻击
003578	SYSTEM/SHOP.EMI	9	攻撃{占位01}重{占位02}射撃	攻击{占位01}重{占位02}射击
003579	SYSTEM/SHOP.EMI	9	攻撃{占位01}重{占位02}{占位06}射撃	攻击{占位01}重{占位02}{占位06}射击
003580	SYSTEM/SHOP.EMI	9	防御{占位01}重{占位02}	防御{占位01}重{占位02}
003581	SYSTEM/SHOP.EMI	9	カテゴリー：火	类别：火
003582	SYSTEM/SHOP.EMI	9	カテゴリー：風	类别：风
003583	SYSTEM/SHOP.EMI	9	カテゴリー：水	类别：水
003584	SYSTEM/SHOP.EMI	9	カテゴリー：土	类别：土
003585	SYSTEM/SHOP.EMI	9	カテゴリー：聖	类别：圣
003586	SYSTEM/SHOP.EMI	9	カテゴリー：死	类别：死
003587	SYSTEM/SHOP.EMI	9	残りHPでダメージ変化	伤害随剩余HP变化
003592	SYSTEM/SHOP.EMI	9	カテゴリー：状態異常	类别：状态异常
003593	SYSTEM/SHOP.EMI	9	カテゴリー：ダウンST	类别：降ST
003594	SYSTEM/SHOP.EMI	9	カテゴリー：アップST	类别：升ST
003595	SYSTEM/SHOP.EMI	9	カテゴリー：アップLV	类别：升LV
003602	SYSTEM/SHOP.EMI	9	旅にはかかせない一品わすれずに買っておこう\n{引2 0D40}	旅行必备良品，别忘了购买\n{引2 0D40}
003603	SYSTEM/SHOP.EMI	9	さまざまな薬草から調合されたガン薬\n{引2 0D40}	由各种药草调制的丸药\n{引2 0D40}
003604	SYSTEM/SHOP.EMI	9	薬効成分を調整純度がたかい元気玉\n{引2 0D40}	药效成分精调，纯度极高的元气玉\n{引2 0D40}
003605	SYSTEM/SHOP.EMI	9	生成率5%ハイクオリティな一品\n{引2 EF41}	生成率5%的高品质极品\n{引2 EF41}
003606	SYSTEM/SHOP.EMI	9	気化させて使う元気玉一つで6人分！\n{引2 0D40}	气化后使用的元气玉，1个可供6人！\n{引2 0D40}
003607	SYSTEM/SHOP.EMI	9	アマズッパイ大人のあじちょっと元気がでる\n{引2 0D40}	甜中带酸的大人滋味，稍微恢复元气\n{引2 0D40}
003608	SYSTEM/SHOP.EMI	9	イノシシもまっしぐらミツがおいしい\n{引2 0D40}	野猪也会直冲过来，蜜香甜美\n{引2 0D40}
003609	SYSTEM/SHOP.EMI	9	魔法の宿る木の種\n{引2 0E40}	蕴含魔法的树之种子\n{引2 0E40}
003610	SYSTEM/SHOP.EMI	9	高度な魔法で成分調整アタマがさえる！\n{引2 0E40}	用高级魔法调整成分，头脑清明！\n{引2 0E40}
003611	SYSTEM/SHOP.EMI	9	水は100薬の長なり\n{引2 1140}	水为百药之长\n{引2 1140}
003612	SYSTEM/SHOP.EMI	9	あなたの毒気もこれでイッパツ\n{引2 2B40}	你的毒气也可一次解除\n{引2 2B40}
003613	SYSTEM/SHOP.EMI	9	しみるー\n	真舒坦\n
003614	SYSTEM/SHOP.EMI	9	無くちな人も、はなせそう\n	不善言辞的人，也能开口畅谈\n
003615	SYSTEM/SHOP.EMI	9	なんでもなおるキツイお薬\n{引2 5840}	可治百病的烈性药\n{引2 5840}
003616	SYSTEM/SHOP.EMI	9	戦意をとりもどす元気のでる薬\n	恢复斗志的提神药\n
003617	SYSTEM/SHOP.EMI	9	命をはぐくむ、聖なるかけら\n一人のMAXHPを10上げます	培育生命的神圣碎片\n使1人MAXHP提升10
003618	SYSTEM/SHOP.EMI	9	魔力を宿した、ふしぎなかけら\n一人のMAXAPを1上げます	蕴含魔力的神秘碎片\n使1人MAXAP提升1
003619	SYSTEM/SHOP.EMI	9	たべるだけでパワーアップ\n一人の攻撃力を1上げます	吃下即可提升力量\n使1人攻击力提升1
003620	SYSTEM/SHOP.EMI	9	じょうぶな体をつくります\n一人の防御力を1上げます	造就强健体魄\n使1人防御力提升1
003621	SYSTEM/SHOP.EMI	9	たべると、体がかるく感じます\n一人の早さを1上げます	吃后感觉身体轻盈\n使1人速度提升1
003622	SYSTEM/SHOP.EMI	9	あお身のサカナが、アタマに良いみたい\n一人の賢さを1上げます	蓝身鱼似乎补脑\n使1人智慧提升1
003623	SYSTEM/SHOP.EMI	9	神の国の果実\n全ドラゴンのHPを全回復	神之国的果实\n恢复全部龙的HP
003624	SYSTEM/SHOP.EMI	9	ミニタイフーン\n	迷你台风\n
003625	SYSTEM/SHOP.EMI	9	身を切りさく、はげしい突風\n	裂身割骨的猛烈狂风\n
