id	file	seg	src	tgt
015651	WORLD/AREAS041.EMI	8	きょうどうたいのしつない	共同体室内
015652	WORLD/AREAS041.EMI	8	{框8A}はい\nいいえ	{框8A}是\n否
015653	WORLD/AREAS041.EMI	8	{框88}はい\nいいえ	{框88}是\n否
015655	WORLD/AREAS041.EMI	8	「つかれた体での旅は\nキケンだよう\n---\n泊まってく？泊まって行く\n旅の記錄だけする\nやめておく	「疲惫的身体\n赶路可危险哟\n---\n要住下吗？住下\n只做旅途记录\n先不住
015656	WORLD/AREAS041.EMI	8	「泊まる？泊まって行く\n旅の記錄だけする\nやめておく	「要住宿吗？住下\n只做旅途记录\n先不住
015657	WORLD/AREAS041.EMI	8	「サービス業は気を使うから\nタイヘンなのよう\n---\n泊まる？泊まって行く\n旅の記錄だけする\nやめておく	「服务业要处处留心\n所以很辛苦的哟\n---\n要住宿吗？住下\n只做旅途记录\n先不住
015658	WORLD/AREAS041.EMI	8	「この村でいちばん\nセイケツな宿屋だよう\n---\n泊まってく？泊まって行く\n旅の記錄だけする\nやめておく	「这可是村里\n最干净的旅店哟\n---\n要住下吗？住下\n只做旅途记录\n先不住
015659	WORLD/AREAS041.EMI	8	「	「
015660	WORLD/AREAS041.EMI	8	「今まで	「至今为止
015665	WORLD/AREAS041.EMI	8	「‥‥‥‥\nなーんであたしが\n道具屋なのよう！\n---\nジミなシゴトなんて\nしたくないのよう！	「‥‥‥‥\n为什么偏偏是我\n在当道具屋呀！\n---\n朴素的工作\n人家才不想干呢！
015666	WORLD/AREAS041.EMI	8	「道具っていっても\nいろいろあるのよう	「说是道具\n其实五花八门哟
015667	WORLD/AREAS041.EMI	8	「にぎやかなほうが\nめずらしい品物も\n手に入れやすいのよう	「热闹一点的话\n稀罕的货色\n也更容易到手哟
015668	WORLD/AREAS041.EMI	8	「いらっしゃい\nいつもありがとよう	「欢迎光临\n一直多谢惠顾哟
015669	WORLD/AREAS041.EMI	8	「ふーっ\nヒマだよう	「呼——\n闲得慌哟
015670	WORLD/AREAS041.EMI	8	「あたしたちの腹の中に\n品物をおいてるのよう\n---\nウソだよう！	「道具都放在\n我们的肚子里哟\n---\n骗你的哟！
015671	WORLD/AREAS041.EMI	8	「何してる？って\nあたしたちはバイヤー\nなのよう	「你问在干嘛？\n我们呀是\n采购员哟
015672	WORLD/AREAS041.EMI	8	「ごめんよう\nおまけしてあげたいんだけど‥	「对不起哟\n本来想给你优惠的‥
015677	WORLD/AREAS041.EMI	8	「あたし‥‥\n---\n武器屋ってスキじゃないんだ\nほんとは	「人家‥‥\n---\n其实才不喜欢\n开武器屋呢
015678	WORLD/AREAS041.EMI	8	「ためし斬りしてみる？\n---\n‥あ、あたしを‥\nそんな目であたしを\n見ないでよう！	「要试斩一下吗？\n---\n‥别、别把我‥\n别用那种眼神\n看人家啦！
015679	WORLD/AREAS041.EMI	8	「にぎやかなほうが\nいいものが\n手に入りやすいのよう	「热闹一点的话\n好东西\n也更容易到手哟
015680	WORLD/AREAS041.EMI	8	「いらっしゃい\nこれからもひいきにしてよう	「欢迎光临\n今后也请多多关照哟
015681	WORLD/AREAS041.EMI	8	「あたし、武器をとぐシゴト\n---\nいいシゴトをしたときは\nためしてみたくなるのよう	「人家呀，磨武器的活儿\n---\n干得漂亮的时候\n就想试试刀锋哟
015682	WORLD/AREAS041.EMI	8	「ナイフのマルのみできる？	「小刀只做圆刃吗？
015683	WORLD/AREAS041.EMI	8	「ウエポンフェチって\nちょっとこわいよね	「武器控什么的\n有点可怕呢
